,X1,X2,Y1,Y2
-4,0.0537109375,0.0546875,0.05119999999999436,0.0
-3,0.21484375,0.21875,0.01279999999999859,0.0
-2,0.859375,0.875,0.0031999999999996476,0.0
-1,0.4375,0.5,0.7507999999999999,0.0
0,0.75,1.0,0.4377,0.5
1,0.0,1.0,0.859425,0.875
2,0.0,1.0,0.21485625,0.21875
3,0.0,1.0,0.0537140625,0.0546875
4,0.0,1.0,0.013428515625,0.013671875
