,X1,X2,Y1,Y2
-4,0.038573359375,0.038878046875,0.0,0.05119999999999436
-3,0.1542934375,0.1555121875,0.0,0.01279999999999859
-2,0.61717375,0.62204875,0.0,0.0031999999999996476
-1,0.468695,0.488195,0.5,0.7507999999999999
0,0.87478,0.95278,0.375,0.4377
1,0.49912,0.8111199999999998,0.84375,0.859425
2,0.99648,0.24447999999999936,0.4609375,0.46485624999999997
3,0.9859200000000001,0.9779199999999975,0.865234375,0.8662140625
4,0.9436800000000005,0.9116799999999898,0.96630859375,0.966553515625
