,X1,X2,Y1,Y2
-4,0.2532183203125,0.25329296875,0.29424000000000006,0.3786799999999999
-3,0.01287328125,0.013171875,0.0,1.0
-2,0.051493125,0.0526875,0.0,1.0
-1,0.2059725,0.21075,0.0,1.0
0,0.82389,0.843,0.32356,0.34467
1,0.29556000000000004,0.3719999999999999,0.83089,0.8361675
2,0.18224000000000018,0.48799999999999955,0.45772250000000003,0.459041875
3,0.7289600000000007,0.9519999999999982,0.11443062500000001,0.11476046875
4,0.9158400000000029,0.8079999999999927,0.52860765625,0.5286901171875
