,X1,X2,Y1,Y2
-4,0.007323359375,0.0078125,0.0,0.05119999999999436
-3,0.0292934375,0.03125,0.0,0.01279999999999859
-2,0.11717375,0.125,0.0,0.0031999999999996476
-1,0.468695,0.5,0.0,0.7507999999999999
0,0.87478,1.0,0.25,0.4377
1,0.49912,0.0,0.8125,0.859425
2,0.99648,0.0,0.453125,0.46485624999999997
3,0.9859200000000001,0.0,0.86328125,0.8662140625
4,0.9436800000000005,0.0,0.9658203125,0.966553515625
