,X1,X2,Y1,Y2
-4,0.0380859375,0.0390625,0.0,0.147199999999998
-3,0.15234375,0.15625,0.0,0.0367999999999995
-2,0.609375,0.625,0.0,0.2591999999999999
-1,0.4375,0.5,0.5,0.5648
0,0.75,1.0,0.375,0.3912
1,0.0,1.0,0.84375,0.8478
2,0.0,1.0,0.2109375,0.21195
3,0.0,1.0,0.052734375,0.0529875
4,0.0,1.0,0.01318359375,0.013246875
