,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.33735591173171997,0.871259331703186,0.6251756548881531,0.7206097841262817
1,0.24303458631038666,0.9087578058242798,0.45861396193504333,0.7981041669845581
2,0.21620917320251465,0.9217784404754639,0.3317217230796814,0.8933841586112976
3,0.19711139798164368,0.9297178387641907,0.23409387469291687,0.9195739030838013
4,0.18579764664173126,0.9333577752113342,0.4334081709384918,0.8708101511001587
5,0.17443300783634186,0.9373641014099121,0.26270368695259094,0.9140037298202515
6,0.16899210214614868,0.9384878277778625,0.2723229229450226,0.915762722492218
7,0.16205474734306335,0.9415414929389954,0.2541375458240509,0.9174240231513977
8,0.15659302473068237,0.943007230758667,0.2640243470668793,0.9197693467140198
9,0.15324260294437408,0.9447416663169861,0.30827298760414124,0.9090198278427124
10,0.1506088525056839,0.9450592398643494,0.2596302628517151,0.9187921285629272
11,0.14610068500041962,0.9460363984107971,0.2667533755302429,0.922016978263855
12,0.1428297907114029,0.9465738534927368,0.2732325494289398,0.9198670983314514
13,0.14024443924427032,0.947428822517395,0.2752508223056793,0.920844316482544
14,0.13755163550376892,0.9488701820373535,0.3046323359012604,0.9109743237495422
15,0.1358240693807602,0.9486503005027771,0.3058319389820099,0.9176194667816162
16,0.13516680896282196,0.9490900039672852,0.3278522193431854,0.9162513613700867
17,0.13375629484653473,0.9486991763114929,0.2888568043708801,0.9194762110710144
18,0.13196127116680145,0.9483571648597717,0.3254779279232025,0.913808286190033
19,0.13099828362464905,0.9496030211448669,0.2986609637737274,0.9213329553604126
20,0.13041554391384125,0.9498473405838013,0.28209275007247925,0.9185966849327087
21,0.12777002155780792,0.9511420726776123,0.28064990043640137,0.9175217151641846
22,0.12493354827165604,0.9519237875938416,0.2874526083469391,0.9221147298812866
23,0.12585748732089996,0.9512397646903992,0.30798959732055664,0.9120492339134216
24,0.1259506195783615,0.9520459175109863,0.2983434796333313,0.9203557372093201
25,0.12195640057325363,0.9524856209754944,0.3339594900608063,0.9129287600517273
26,0.12034333497285843,0.953047513961792,0.3883795738220215,0.9123424291610718
27,0.12150584906339645,0.9519482254981995,0.33381733298301697,0.9121469855308533
28,0.11746294796466827,0.9538536667823792,0.3347280025482178,0.9155672788619995
29,0.11809501051902771,0.952192485332489,0.3473682105541229,0.9199647903442383
30,0.1187535747885704,0.9533162117004395,0.3049201965332031,0.9200625419616699
31,0.11665844917297363,0.9536337852478027,0.3221348226070404,0.9127333164215088
32,0.11742298305034637,0.9531696438789368,0.35072386264801025,0.9142968654632568
33,0.11900569498538971,0.9519237875938416,0.3700970411300659,0.9177172183990479
34,0.11786405742168427,0.9533162117004395,0.39162540435791016,0.9150786399841309
35,0.11705805361270905,0.953047513961792,0.44369667768478394,0.893677294254303
36,0.11862374097108841,0.9526078104972839,0.3709504306316376,0.9186944365501404
37,0.11667594313621521,0.9538047909736633,0.3894767165184021,0.9184989929199219
38,0.11748085916042328,0.9534627795219421,0.35200124979019165,0.9168376922607422
39,0.11688575148582458,0.9538536667823792,0.3298432230949402,0.9114629030227661
40,0.11265408992767334,0.9546353816986084,0.3346152901649475,0.9214306473731995
41,0.11478559672832489,0.9543911218643188,0.29541411995887756,0.9200625419616699
42,0.11116832494735718,0.9549285173416138,0.3240421414375305,0.920844316482544
43,0.11406562477350235,0.9536826610565186,0.31916338205337524,0.9251441359519958
44,0.11126222461462021,0.9555392861366272,0.3336656391620636,0.9247532486915588
45,0.11423425376415253,0.953902542591095,0.3586570620536804,0.920844316482544
46,0.11284584552049637,0.9549773931503296,0.3843569755554199,0.9198670983314514
47,0.11203954368829727,0.9545376896858215,0.41278454661369324,0.9187921285629272
48,0.11154724657535553,0.9557347297668457,0.39360958337783813,0.9226033687591553
49,0.11037933081388474,0.9550018310546875,0.4258730113506317,0.9221147298812866
50,0.11108197271823883,0.955197274684906,0.4073069095611572,0.9181081056594849
51,0.1078149676322937,0.9557347297668457,0.40892931818962097,0.9117560982704163
52,0.10731600970029831,0.9568584561347961,0.39825543761253357,0.9226033687591553
53,0.10695746541023254,0.956516444683075,0.4053860604763031,0.921235203742981
54,0.10748139768838882,0.9564431309700012,0.43150001764297485,0.9166422486305237
55,0.10530479997396469,0.9566385746002197,0.4232271909713745,0.9230919480323792
56,0.10588697344064713,0.9563942551612854,0.3677154779434204,0.9242646098136902
57,0.10540196299552917,0.9570294618606567,0.3859594762325287,0.9201602935791016
58,0.10569021105766296,0.9564675688743591,0.38918447494506836,0.9210397601127625
59,0.106435127556324,0.9566141366958618,0.3570703864097595,0.9187921285629272
60,0.10618370026350021,0.9563942551612854,0.35824134945869446,0.9193784594535828
61,0.10652073472738266,0.9564431309700012,0.3455425798892975,0.9217238426208496
62,0.10639354586601257,0.9562965631484985,0.39572665095329285,0.9122446775436401
63,0.10882162302732468,0.9557591080665588,0.3945227265357971,0.914980947971344
64,0.10761880874633789,0.9556125402450562,0.379995733499527,0.9209420680999756
65,0.10782889276742935,0.9566141366958618,0.3879745304584503,0.9233851432800293
66,0.10715876519680023,0.9563942551612854,0.39007019996643066,0.9239714741706848
67,0.10648472607135773,0.9562476873397827,0.40692275762557983,0.9242646098136902
68,0.1074240580201149,0.9566630125045776,0.4364066421985626,0.9234828352928162
69,0.10887224972248077,0.9557591080665588,0.4341992735862732,0.9243623614311218
70,0.10618852078914642,0.9562233090400696,0.4163972735404968,0.9243623614311218
71,0.10761182010173798,0.9563454389572144,0.43902066349983215,0.9222124218940735
72,0.10740434378385544,0.9571027159690857,0.4018298387527466,0.9200625419616699
73,0.10770351439714432,0.9565408825874329,0.43369099497795105,0.9222124218940735
74,0.10580120235681534,0.9572737216949463,0.4322156012058258,0.9231896996498108
75,0.10655112564563751,0.9569072723388672,0.3914702534675598,0.9226033687591553
76,0.10731688141822815,0.9561255574226379,0.4289321005344391,0.9239714741706848
77,0.1079772487282753,0.9568095803260803,0.3958377242088318,0.9243623614311218
78,0.10663335025310516,0.956956148147583,0.4210294783115387,0.925046443939209
79,0.10562337189912796,0.9570782780647278,0.4922733008861542,0.9204534292221069
80,0.10722538083791733,0.9567851424217224,0.41742220520973206,0.9249486923217773
81,0.10918308794498444,0.9560278654098511,0.3896084129810333,0.9221147298812866
82,0.10861451923847198,0.9563942551612854,0.4125131368637085,0.9247532486915588
83,0.10833149403333664,0.956516444683075,0.40285301208496094,0.9252418875694275
84,0.10857000946998596,0.9561744332313538,0.4202686846256256,0.9253395795822144
85,0.10840752720832825,0.9562965631484985,0.423913836479187,0.9264145493507385
86,0.10713616013526917,0.9567851424217224,0.3996617794036865,0.9260236620903015
87,0.10750638693571091,0.9567118883132935,0.41469651460647583,0.9243623614311218
88,0.1073794960975647,0.9563698768615723,0.4098879396915436,0.9245578050613403
89,0.1069907620549202,0.9567362666130066,0.4150006175041199,0.9284667372703552
90,0.10596799105405807,0.9570050239562988,0.4048111140727997,0.9267076849937439
91,0.10477057844400406,0.9569072723388672,0.4641221761703491,0.9268054366111755
92,0.10517984628677368,0.9571271538734436,0.4214819669723511,0.926609992980957
93,0.10690224915742874,0.956516444683075,0.46942490339279175,0.9231896996498108
94,0.10596545040607452,0.9568828344345093,0.4341910779476166,0.9249486923217773
95,0.10575868934392929,0.9573714137077332,0.46750956773757935,0.9268054366111755
96,0.1075843870639801,0.9570294618606567,0.4615374803543091,0.9267076849937439
97,0.10642530024051666,0.9568828344345093,0.42946505546569824,0.9263167977333069
98,0.10660090297460556,0.9570782780647278,0.42678210139274597,0.9246554970741272
99,0.10617640614509583,0.9569072723388672,0.4434475600719452,0.926609992980957
