,loss,binary_accuracy,val_loss,val_binary_accuracy
0,86.60386657714844,0.7452245354652405,5.5338568687438965,0.5337803363800049
1,2.401446580886841,0.8345983624458313,1.833742618560791,0.6778846383094788
2,1.7168134450912476,0.831214427947998,0.915716290473938,0.8057945370674133
3,1.1943485736846924,0.8232764005661011,0.9880856871604919,0.7883350253105164
4,0.9860473871231079,0.8201770782470703,0.9195641279220581,0.8178137540817261
5,0.9205171465873718,0.8338393568992615,0.8787058591842651,0.808830976486206
6,0.8720313906669617,0.8450664281845093,0.8463863134384155,0.8300860524177551
7,0.8231944441795349,0.8489563465118408,0.8365045189857483,0.8385627269744873
8,0.786664605140686,0.858127772808075,0.7709665894508362,0.8667762875556946
9,0.7676039338111877,0.8584756255149841,0.7721166014671326,0.8632338047027588
10,0.748519241809845,0.8634408712387085,0.7456235885620117,0.8705718517303467
11,0.7442373633384705,0.8629348278045654,0.7462361454963684,0.8657641410827637
12,0.7275118231773376,0.8644528985023499,0.7105560302734375,0.8782894611358643
13,0.7213009595870972,0.8634092211723328,0.723835289478302,0.8714575171470642
14,0.7115617990493774,0.8648324012756348,0.6808759570121765,0.8789220452308655
15,0.7024071216583252,0.8641682267189026,0.6817673444747925,0.8791751265525818
16,0.6936298608779907,0.8633143305778503,0.6756923794746399,0.8784160017967224
17,0.6796382665634155,0.8673624396324158,0.6606268882751465,0.8796811699867249
18,0.6691368222236633,0.8666666746139526,0.6614012718200684,0.8775303363800049
19,0.658434271812439,0.8675521612167358,0.6810175180435181,0.8690536618232727
20,0.6494768857955933,0.8679316639900208,0.625551164150238,0.8841093182563782
21,0.6389498114585876,0.8673940300941467,0.6377987861633301,0.8787955641746521
22,0.6310781836509705,0.8699557185173035,0.6069706678390503,0.8877783417701721
23,0.6189360022544861,0.8705882430076599,0.6045862436294556,0.8865131735801697
24,0.6135205030441284,0.8699873685836792,0.6049333810806274,0.8814524412155151
25,0.604042649269104,0.8703984618186951,0.6129231452941895,0.8763917088508606
26,0.5929221510887146,0.8730550408363342,0.5824857354164124,0.88613361120224
27,0.5860331058502197,0.8729285001754761,0.5573627352714539,0.8872722387313843
28,0.5710465312004089,0.8749525547027588,0.5596863031387329,0.8851214647293091
29,0.5585504770278931,0.875806450843811,0.545727550983429,0.8872722387313843
30,0.5444906949996948,0.8788108825683594,0.5500493049621582,0.8849949240684509
31,0.5374994874000549,0.878336489200592,0.5322222709655762,0.8871457576751709
32,0.5272539854049683,0.87922203540802,0.5210810899734497,0.8856275081634521
33,0.5084928870201111,0.8841555714607239,0.5044728517532349,0.8904352188110352
34,0.5012797713279724,0.8832700848579407,0.5085920691490173,0.8885374665260315
35,0.48863983154296875,0.8860214948654175,0.49218252301216125,0.8842358589172363
36,0.47631701827049255,0.8879190683364868,0.4843735098838806,0.8868927359580994
37,0.4662097990512848,0.8887729048728943,0.4837130308151245,0.8794281482696533
38,0.46134817600250244,0.8876976370811462,0.4740545153617859,0.8832237124443054
39,0.44488465785980225,0.8900696039199829,0.48246654868125916,0.8715839982032776
40,0.4394128918647766,0.8904174566268921,0.45969757437705994,0.8791751265525818
41,0.5002578496932983,0.8856419920921326,0.4490374028682709,0.8853744864463806
42,0.4169986844062805,0.8943706750869751,0.4473477900028229,0.8801872730255127
43,0.41365253925323486,0.8929474949836731,0.4398006498813629,0.8739878535270691
44,0.3970288336277008,0.8965528011322021,0.4546246826648712,0.8661437034606934
45,0.38759103417396545,0.8983554840087891,0.46682608127593994,0.8505820035934448
46,0.3792942762374878,0.8968690633773804,0.3957204818725586,0.8946103453636169
47,0.37174761295318604,0.8985452055931091,0.45508649945259094,0.8542510271072388
48,0.36525958776474,0.8973434567451477,0.38651174306869507,0.8884109258651733
49,0.35166844725608826,0.9023086428642273,0.40151312947273254,0.882464587688446
50,0.34804442524909973,0.8992409706115723,0.363059401512146,0.8967611193656921
51,0.3358413875102997,0.9027197957038879,0.3596869111061096,0.8956224918365479
52,0.3351946771144867,0.9006009101867676,0.3823575973510742,0.8817054629325867
53,0.32966914772987366,0.9005376100540161,0.3618020713329315,0.8860070705413818
54,0.3206377923488617,0.9035420417785645,0.3426775336265564,0.8947368264198303
55,0.31793442368507385,0.9021821618080139,0.39106127619743347,0.862348198890686
56,0.3070670962333679,0.904680609703064,0.3546203672885895,0.881325900554657
57,0.30917635560035706,0.9022138118743896,0.34215280413627625,0.8856275081634521
58,0.30311349034309387,0.9010120034217834,0.31857332587242126,0.8968876600265503
59,0.2923620641231537,0.9064199924468994,0.3244495987892151,0.8942307829856873
60,0.2980687916278839,0.9024667739868164,0.3443828523159027,0.8832237124443054
61,0.2877354919910431,0.9044908285140991,0.31420278549194336,0.8978998064994812
62,0.28638723492622375,0.9037318229675293,0.32913774251937866,0.8882843852043152
63,0.28375980257987976,0.9064516425132751,0.3199516832828522,0.8894230723381042
64,0.28096282482147217,0.9070525169372559,0.34296026825904846,0.8760121464729309
65,0.33606332540512085,0.9017710089683533,0.8359476327896118,0.8308451175689697
66,0.3481766879558563,0.8858317732810974,0.32019251585006714,0.8899291753768921
67,0.2984137237071991,0.8993675112724304,0.32766100764274597,0.8858805894851685
68,0.2840213179588318,0.902340292930603,0.314438134431839,0.8968876600265503
69,0.2813895642757416,0.9032890796661377,0.30936431884765625,0.8911943435668945
70,0.27104708552360535,0.9083807468414307,0.3427654206752777,0.86386638879776
71,0.2629963457584381,0.9087602496147156,0.31749600172042847,0.8827176094055176
72,0.2602593004703522,0.9108791947364807,0.2919996976852417,0.9000505805015564
73,0.25170695781707764,0.9141366481781006,0.2900819182395935,0.8996710777282715
74,0.24583345651626587,0.9154016375541687,0.2914296090602875,0.89726722240448
75,0.24116359651088715,0.9175521731376648,0.2866070866584778,0.9013158082962036
76,0.23740176856517792,0.9188172221183777,0.29020431637763977,0.9013158082962036
