,loss,binary_accuracy,val_loss,val_binary_accuracy
77,0.237498477101326,0.9181214570999146,0.29091376066207886,0.8978998064994812
78,0.2335236519575119,0.9186274409294128,0.31906893849372864,0.8844888806343079
79,0.22926045954227448,0.9224541187286377,0.2869635820388794,0.9032135605812073
80,0.2289494425058365,0.9216951131820679,0.30650952458381653,0.9029605388641357
81,0.2295921891927719,0.9205566048622131,0.28984376788139343,0.904731810092926
82,0.22694815695285797,0.9224857687950134,0.2902345359325409,0.9038461446762085
83,0.22308428585529327,0.9230866432189941,0.2987958490848541,0.9037196636199951
84,0.2212047129869461,0.9247311949729919,0.29092907905578613,0.9032135605812073
85,0.22412894666194916,0.9233080148696899,0.29664236307144165,0.9024544358253479
86,0.21588554978370667,0.9255218505859375,0.2993760406970978,0.8989119529724121
87,0.21839721500873566,0.9246363043785095,0.29531538486480713,0.8948633670806885
88,0.21511350572109222,0.9249525666236877,0.2927287220954895,0.8975202441215515
89,0.21239033341407776,0.9287160038948059,0.2898696959018707,0.9015688300132751
90,0.21178802847862244,0.9273561239242554,0.29753637313842773,0.9010627269744873
91,0.20718206465244293,0.9303605556488037,0.29670578241348267,0.8989119529724121
92,0.20548629760742188,0.9292219877243042,0.30193328857421875,0.9013158082962036
93,0.206152081489563,0.9283997416496277,0.29292532801628113,0.9029605388641357
94,0.2046504020690918,0.9300442934036255,0.3034455180168152,0.8991649746894836
95,0.2032378613948822,0.9310246706008911,0.31025585532188416,0.9004301428794861
96,0.20300278067588806,0.9299177527427673,0.31687065958976746,0.8929656147956848
97,0.20298334956169128,0.9300758838653564,0.310766339302063,0.9004301428794861
98,0.2032863050699234,0.9302024245262146,0.3187217116355896,0.9022014141082764
99,0.20189690589904785,0.9310563206672668,0.31895211338996887,0.9000505805015564
